,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1CandidateList,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
154,How'd they get that?Probable cause.,[],,0.0,nan,['Probable'],Probable::*4*||,,1,,2019-01-27 15:38:44.514963,104,christy_harlan
155,Im going to lose my mind cnn shows the spicer interview with wolf one more time.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.516076,105,anuj_pant6
156,Where the hell is carter page story?,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.516076,105,anuj_pant6
157,I think we discovered today that @seanspicer is a closet Nazi.,[],,0.0,nan,['Nazi'],Nazi::*10*||,,0,,2019-01-27 15:38:44.516831,106,kimijtoo
158,Small starter list of today's new swept under the magic carpet:,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.517375,107,Hartpolitics
159,1.,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.517375,107,Hartpolitics
160,AG Sessions,[],,0.0,nan,[],nan,,2,,2019-01-27 15:38:44.517375,107,Hartpolitics
161,2.,[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:44.517375,107,Hartpolitics
162,Carter Page,[],,0.0,nan,[],nan,,4,,2019-01-27 15:38:44.517375,107,Hartpolitics
163,3.,[],,0.0,nan,[],nan,,5,,2019-01-27 15:38:44.517375,107,Hartpolitics
164,Devin Nunes,[],,0.0,nan,[],nan,,6,,2019-01-27 15:38:44.517375,107,Hartpolitics
165,Ketchup!,[],,0.0,nan,[],nan,,7,,2019-01-27 15:38:44.517375,107,Hartpolitics
166,A FISA warrant was granted for Carter Page huh???,[],,0.0,nan,"['FISA', 'Carter Page']",FISA::*1*||Carter Page::*6*7*||,,0,,2019-01-27 15:38:44.518361,108,MarvB_
167,45* not looking good at all.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.518361,108,MarvB_
168,New details have emerged in  probes,[],,0.0,TrumpRussia,[],,,0,,2019-01-27 15:38:44.519165,109,Amour_Beignets
169,Everything you said is true,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.519490,110,mary_sturino
170,Lock them all up!,[],,0.0,"Trumprussia, RussiaGate",[],nan,,0,,2019-01-27 15:38:44.519775,111,BillCar62820023
171,"FLYNN, PAGE, TRUMP is responsible and should be impeached    GRRRR",[],,0.0,"Trumprussia, RussiaGate","['PAGE', 'TRUMP']",PAGE::*1*||TRUMP::*2*||,,1,,2019-01-27 15:38:44.519775,111,BillCar62820023
172,nothing to see here move along pay no attention to the man behind the curtain,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.520607,112,LauraJSilverman
173,Weakness spreads like fear whenever any such piece fails,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.520747,113,JerryLingle
174,That fear begets true confessions.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.520747,113,JerryLingle
175,Hallelujah Gen. Flynn - Mr. Asshole Yellow Belly,[],,0.0,nan,"['Hallelujah Gen. Flynn', 'Asshole Yellow Belly']",Hallelujah Gen. Flynn::*0*1*2*||Asshole Yellow Belly::*5*6*7*||,,2,,2019-01-27 15:38:44.520747,113,JerryLingle
176,Spicer owes Carter Page...,[],,0.0,nan,['Carter Page'],Carter Page::*2*3*||,,0,,2019-01-27 15:38:44.521846,114,RockShrimp
177,It's just so fitting that Carter Page sounds like the name of a very lame James Bond ripoff character.,[],,0.0,nan,"['Carter Page', 'James Bond']",Carter Page::*5*6*||James Bond::*15*16*||,,0,,2019-01-27 15:38:44.522281,115,nmehranfar91
178,Maybe Obama is seeking asylum in Germany,[],,0.0,nan,"['Obama', 'Germany']",Obama::*1*||Germany::*6*||,,0,,2019-01-27 15:38:44.523150,116,cwa92464
179,"Wait, didn't @maddow crack this can of Carter Page open like, 3 weeks ago?",[],,0.0,nan,['Carter Page'],Carter Page::*7*8*||,,0,,2019-01-27 15:38:44.523748,117,realdasein
180,Or someone else..?,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.523748,117,realdasein
181,Let's stay focused on,[],,0.0,"TrumpRussia, RussiaGate",[],,,0,,2019-01-27 15:38:44.524611,118,BCaliNYC
182,"Comey was doing all this during the time he dropped that Hillary letter on us, btw.",[],,0.0,nan,['Hillary'],Hillary::*11*||,,0,,2019-01-27 15:38:44.524942,119,GottaLaff
183,Why did the FBI suppress the Carter Page story?,[],,0.0,nan,"['FBI', 'Carter Page']",FBI::*3*||Carter Page::*6*7*||,,0,,2019-01-27 15:38:44.525631,120,RoguePOTUStaff
184,This is less important than a stupid email server??,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.525631,120,RoguePOTUStaff
185,Dude acts like he's on meth.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.526695,121,palesnightngale
186,Sucky liar *and* a tweaker.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.526695,121,palesnightngale
187,Carter Page,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.527294,122,mrKeithBrennan
188,"Many ""holy sh*t""s:",[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.527498,123,hslatkin
189,- probable cause that Russian agent was on Trump campaign,[],,0.0,nan,"['Russian', 'Trump']",Russian::*4*||Trump::*8*||,,1,,2019-01-27 15:38:44.527498,123,hslatkin
190,"- Comey sat on this, made hay over HRC",[],,0.0,nan,"['Comey', 'HRC']",Comey::*1*||HRC::*8*||,,2,,2019-01-27 15:38:44.527498,123,hslatkin
191,- Page sez he's like MLK,[],,0.0,nan,"['Page', 'MLK']",Page::*1*||MLK::*5*||,,3,,2019-01-27 15:38:44.527498,123,hslatkin
192,Trump has access to Intel.,[],,0.0,inners,['Intel'],Intel::*4*||,,0,,2019-01-27 15:38:44.529029,124,battletested5
193,He knew of FISA Warrant/Carter Page &amp; still said no when asked if his campaign was n contact w/ Russia,[],,0.0,inners,"['FISA Warrant', 'Carter Page', 'Russia']",FISA Warrant::*3*4*||Carter Page::*5*6*||Russia::*20*||,,1,,2019-01-27 15:38:44.529029,124,battletested5
194,@AnnCoulter Wow let's talk about FISA that FBI took out on Carter Page 2016.,[],,0.0,nan,"['FISA', 'FBI', 'Carter Page 2016']",FISA::*5*||FBI::*7*||Carter Page 2016::*11*12*13*||,,0,,2019-01-27 15:38:44.530356,125,llewis88
195,FBI was monitoring Carter Page WTF did Comey come up with those Bogus emails about Clinton @SMShow @OccupyDemocrats @JohnFugelsang @funder,[],,0.0,nan,"['Carter Page', 'Comey', 'Bogus', 'Clinton']",Carter Page::*3*4*||Comey::*7*||Bogus::*12*||Clinton::*15*||,,0,,2019-01-27 15:38:44.531186,126,montetjwitter11
196,****FBI obtained FISA warrant to monitor former Trump adviser Carter Page****,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.532152,127,jerZboyUSA
197,@shaltsch Sam Clovis.,[],,0.0,nan,['Sam Clovis'],Sam Clovis::*1*2*||,,0,,2019-01-27 15:38:44.532900,128,ChristinLuvsSno
198,"Comey didn't announce this but on October 28, he went out of his way to announce the non-story of Clinton's emails",[],,0.0,nan,"['October 28', ""Clinton's""]",October 28::*6*7*||Clinton's::*19*||,,0,,2019-01-27 15:38:44.533258,129,kevinmartin823
199,...because he was a Russian agent.,[],,0.0,TrumpRussia,['Russian'],Russian::*4*||,,0,,2019-01-27 15:38:44.534177,130,GretchenVork
200,On Trump's campaign team.,[],,0.0,TrumpRussia,"[""Trump's""]",Trump's::*1*||,,1,,2019-01-27 15:38:44.534177,130,GretchenVork
201,We just found out about FISA Warrant n Carter Page and this is the best @realDonaldTrump can come up with to distract?,[],,0.0,nan,"['FISA Warrant', 'Carter Page']",FISA Warrant::*5*6*||Carter Page::*8*9*||,,0,,2019-01-27 15:38:44.534899,131,michaelclark50
202,Jail time,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.535730,132,NazDreaming
203,"Let us not be distracted by ignorance, @PressSec",[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.535965,133,cthebones1
204,FBI had probable cause that Trump adviser Carter Page was acting as a foreign agent for Russia &amp; got a FISA warrant,[],,0.0,nan,"['Trump', 'Carter Page', 'Russia', 'FISA']",Trump::*5*||Carter Page::*7*8*||Russia::*16*||FISA::*20*||,,0,,2019-01-27 15:38:44.536302,134,LauraJSilverman
205,Whichever one doesnt want to be thrown from a building or poisoned,[],,0.0,"racetowitsec, kremlinklan, putinspuppet",[],,,0,,2019-01-27 15:38:44.537327,135,coachcommnsense
206,A warrant was issued to FBI last summer to monitor Carter Page who was acting as an agent of Russia,[],,0.0,nan,"['FBI', 'Carter Page', 'Russia']",FBI::*5*||Carter Page::*10*11*||Russia::*19*||,,0,,2019-01-27 15:38:44.537787,136,Anti_DJTrump
207,@JoeNBC PUTIN Puppet Show Is Now.,[],,0.0,nan,['PUTIN Puppet Show'],PUTIN Puppet Show::*1*2*3*||,,0,,2019-01-27 15:38:44.538700,137,Bulldawg2482
208,...Punch &amp; Judy Without the Humor.,[],,0.0,nan,"['Judy', 'Humor']",Judy::*2*||Humor::*5*||,,1,,2019-01-27 15:38:44.538700,137,Bulldawg2482
209,...Was Carter Page in Janesville WI in September?,[],,0.0,nan,[],nan,,2,,2019-01-27 15:38:44.538700,137,Bulldawg2482
210,Simple Question Yes or No,[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:44.538700,137,Bulldawg2482
211,@leyles7 Me too.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.539885,138,delvish
212,Have heard about Carter Page?,[],,0.0,nan,['Carter Page'],Carter Page::*3*4*||,,1,,2019-01-27 15:38:44.539885,138,delvish
213,FBI requested a FISA warrant last year to follow his activities in Russia,[],,0.0,nan,"['FISA', 'Russia']",FISA::*3*||Russia::*12*||,,2,,2019-01-27 15:38:44.539885,138,delvish
214,Yawn,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.541172,139,CharlieFGordon1
215,"@washingtonpost Dear Carter Page, if a judge granted the FISA, THERE WAS EVIDENCE such as you meeting with two known Russian spies.",[],,0.0,nan,"['Carter Page', 'FISA', 'EVIDENCE', 'Russian']",Carter Page::*2*3*||FISA::*9*||EVIDENCE::*12*||Russian::*20*||,,0,,2019-01-27 15:38:44.541345,140,Conscience4
216,Traitorous!,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.541345,140,Conscience4
217,Mutiny from stern to bow,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.542634,141,toyns
218,"Ah, but I was so much older then, I'm younger than that now",[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.542634,141,toyns
219,"""probable cause to believe Page was acting as an agent of a foreign power""",[],,0.0,nan,['Page'],Page::*4*||,,0,,2019-01-27 15:38:44.543292,142,KPCCofframp
220,Maxine Waters is DA WOMAN.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.543877,143,aliasvaughn
221,"THANK YOU for not EVER letting go of the REAL scandal: TREASON, collusion with Russia.",[],,0.0,nan,"['REAL', 'TREASON', 'Russia']",REAL::*9*||TREASON::*11*||Russia::*14*||,,1,,2019-01-27 15:38:44.543877,143,aliasvaughn
222,WashPost: FBI granted FISA warrant 2monitor Trump policy adviser Carter Page.FISA court found probable cause DT aide acting as foreign agent,[],,0.0,nan,"['FBI', 'FISA', '2monitor Trump', 'Carter Page.FISA', 'DT']",FBI::*1*||FISA::*3*||2monitor Trump::*5*6*||Carter Page.FISA::*9*10*||DT::*15*||,,0,,2019-01-27 15:38:44.544849,144,Edwards20170125
223,"@normative Which says a LOT about Carter Page,",[],,0.0,nan,"['LOT', 'Carter Page']",LOT::*4*||Carter Page::*6*7*||,,0,,2019-01-27 15:38:44.546099,145,JustCallMeEd
224,FBI Counterintelligence Obtained  FISA Warrant For Carter Page,[],,0.0,"inners, maddow, lastword, TrumpRussia, Russiagate",[],nan,,0,,2019-01-27 15:38:44.546702,146,deck449
225,@proust1974 He was so close to Trump that Flynn said he never even met Carter Page iirc.,[],,0.0,nan,"['Trump', 'Flynn', 'Carter Page']",Trump::*6*||Flynn::*8*||Carter Page::*14*15*||,,0,,2019-01-27 15:38:44.546978,147,PositiveInt
226,Carter Page had other contacts with Russian operatives that have not been publicly disclosed.,[],,0.0,TrumpRussia,"['Carter Page', 'Russian']",Carter Page::*0*1*||Russian::*6*||,,0,,2019-01-27 15:38:44.547815,148,JebBoosh
227,GOP and DEM,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.548509,149,tiwhitter
228,@Reuters Besides Carter Page acting as a foreign agent there has to be alot more in the WH.,[],,0.0,nan,"['Besides Carter Page', 'WH']",Besides Carter Page::*1*2*3*||WH::*17*||,,0,,2019-01-27 15:38:44.548702,150,gs619usmc
229,Comey is a POS.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.549511,151,truth_trumpet
230,"Major press event with Weiner email, but he KNEW about FISA warrant.",[],,0.0,nan,"['Weiner', 'KNEW', 'FISA']",Weiner::*4*||KNEW::*8*||FISA::*10*||,,1,,2019-01-27 15:38:44.549511,151,truth_trumpet
231,"Did it anyway, knowing the result would help tRump.",[],,0.0,nan,[],,,2,,2019-01-27 15:38:44.549511,151,truth_trumpet
232,What a tangled web they weave...,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.550926,152,notherringfarts
233,I'm so grateful for our Intel community and FBI who will untangle all of it and lock them up!,[],,0.0,nan,"['Intel', 'FBI']",Intel::*5*||FBI::*8*||,,1,,2019-01-27 15:38:44.550926,152,notherringfarts
234,@maddow Seems Carter Page drew the short straw.,[],,0.0,AllColluded,['Carter Page'],Carter Page::*2*3*||,,0,,2019-01-27 15:38:44.551976,153,Aneetchkoo
235,Trump &amp; Co. offering up Page to FBI to take the blame for Russian interference.,[],,0.0,AllColluded,"['Co', 'Page', 'FBI', 'Russian']",Co::*2*||Page::*5*||FBI::*7*||Russian::*13*||,,1,,2019-01-27 15:38:44.551976,153,Aneetchkoo
236,Check this out!,[],,0.0,Fiverr,[],nan,,0,,2019-01-27 15:38:44.553347,154,newton_engineer
237,I will do computer networking and IT security on   Sean Spicer Carter Page,[],,0.0,Fiverr,['Sean Spicer Carter Page'],Sean Spicer Carter Page::*9*10*11*12*||,,1,,2019-01-27 15:38:44.553347,154,newton_engineer
238,@DoctorPeterD @thehill We have seen what happens.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.554084,155,TespGames
239,Carter Page was unmasked (it's in the press) and all signs point toward the former administration.,[],,0.0,nan,['Carter Page'],Carter Page::*0*1*||,,1,,2019-01-27 15:38:44.554084,155,TespGames
240,1/2,[],,0.0,nan,[],nan,,2,,2019-01-27 15:38:44.554084,155,TespGames
241,Warrant on Carter Page shows we no longer have smoke.,[],,0.0,nan,['Warrant on Carter Page'],Warrant on Carter Page::*0*1*2*3*||,,0,,2019-01-27 15:38:44.555101,156,MichaelCastner
242,We have extreme heat.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.555101,156,MichaelCastner
243,Acting Atty General must appoint a SpecΓÇª,[],,0.0,nan,"['Acting Atty General', 'Spec']",Acting Atty General::*0*1*2*||Spec::*6*||,,2,,2019-01-27 15:38:44.555101,156,MichaelCastner
244,BREAKING: FBI obtained FISA warrant to monitor former Trump adviser Carter Page  by  via @c0nvey,[],,0.0,funder,"['FBI', 'FISA', 'Trump', 'Carter Page']",FBI::*1*||FISA::*3*||Trump::*8*||Carter Page::*10*11*||,,0,,2019-01-27 15:38:44.556423,157,susan_dover
245,March 2016:,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.557715,158,ekcj1234
246,@cnnbrk @Evan_McMullin Good Lord how many scandals can Trump  et al generate in a day?,[],,0.0,nan,"['Good Lord', 'Trump']",Good Lord::*2*3*||Trump::*8*||,,0,,2019-01-27 15:38:44.558038,159,GirlOnFireSally
247,Carter Page FISA story and now this,[],,0.0,nan,['Carter Page FISA'],Carter Page FISA::*0*1*2*||,,1,,2019-01-27 15:38:44.558038,159,GirlOnFireSally
248,Carter  fbi warrant,[],,0.0,trumprussia,[],,,0,,2019-01-27 15:38:44.559409,160,lsfarmer311
249,"Place you bets, I say @realDonaldTrump will be out of office in next 12 months And @mike_pence needs to follow him too  ""Carter Page""",[],,0.0,nan,['Carter Page'],Carter Page::*22*23*||,,0,,2019-01-27 15:38:44.559735,161,Itsafairday
250,I remember his shit eating grin when Chris Hayes was interviewing him on,[],,0.0,"Trumprussia, TrumpRussiaCollusion, russiagate",['Chris Hayes'],Chris Hayes::*7*8*||,,0,,2019-01-27 15:38:44.560772,162,RWTrollPatrol
251,Almost a year later the Carter Page FISA news drops and this is BIG news?,[],,0.0,nan,"['Carter Page FISA', 'BIG']",Carter Page FISA::*5*6*7*||BIG::*13*||,,0,,2019-01-27 15:38:44.561390,163,TheLabeler5000
252,(Sarcasm) Dems working overtime to blow it up!,[],,0.0,nan,['Dems'],Dems::*1*||,,1,,2019-01-27 15:38:44.561390,163,TheLabeler5000
253,"One of the two presidential candidates was under FBI investigation on Election Day, &amp; it wasnt Hillary Clinton.",[],,0.0,TrumpRussia,"['FBI', 'Election Day', 'Hillary Clinton']",FBI::*8*||Election Day::*11*12*||Hillary Clinton::*16*17*||,,0,,2019-01-27 15:38:44.562671,164,PunchTrumpUS
254,Carter Page,[],,0.0,TrumpRussia,[],nan,,1,,2019-01-27 15:38:44.562671,164,PunchTrumpUS
255,"@FBI BUT WENT AFTER HRC, NOW WE HAVE A LUNATIC IN THE WHITE HOUSE AND U HAVE BIG RESPONSIBILITY FOR THIS",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.563709,165,PamBattistella
256,FBI obtained FISA warrant to monitor former Trump adviser Carter Page makes Comey's subsequent actions all the more unfathomable.,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page', ""Comey's""]",FISA::*2*||Trump::*7*||Carter Page::*9*10*||Comey's::*12*||,,0,,2019-01-27 15:38:44.563854,166,PunchTrumpUS
257,"Carter Page, Former Trump Adviser, Monitored Last Summer By FBI Over  Contacts",[],,0.0,Russian,[],nan,,0,,2019-01-27 15:38:44.564863,167,livechannelfeed
258,this one is a real page turner,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.565204,168,IamConiglio
259,@SenateGOP @washingtonpost  featured in a different WAPO article,[],,0.0,trumpRussia,['WAPO'],WAPO::*6*||,,0,,2019-01-27 15:38:44.565390,169,Ban_Pres_Bannon
260,"News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nailed Trump.",[],,0.0,nan,"['News of FISA Warrant', 'Carter Page', 'Flynn', 'Trump']",News of FISA Warrant::*0*1*2*3*||Carter Page::*5*6*||Flynn::*10*||Trump::*15*||,,0,,2019-01-27 15:38:44.565902,170,KeithOlbermann
261,From 4/4,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.565902,170,KeithOlbermann
262,"The Obama administration used the national security intelligence apparatus against its political enemies, because the IRS wasn't enough.",[],,0.0,nan,"['Obama', 'IRS']",Obama::*1*||IRS::*15*||,,0,,2019-01-27 15:38:44.567042,171,lheal
263,"United Airlines thanks Carter Page, Devin Nunes and most importantly Sean Spicer",[],,0.0,nan,"['United Airlines', 'Carter Page', 'Devin Nunes', 'Sean Spicer']",United Airlines::*0*1*||Carter Page::*3*4*||Devin Nunes::*5*6*||Sean Spicer::*10*11*||,,0,,2019-01-27 15:38:44.567794,172,sabrinasingh24
264,I know you are not trying to say Trump was right about illegal wiretapping by PBO.,[],,0.0,nan,"['Trump', 'PBO']",Trump::*8*||PBO::*15*||,,0,,2019-01-27 15:38:44.568642,173,upsnodowns
265,Worst spin of a legal FISA warrant by FBI.... ever.,[],,0.0,nan,"['FISA', 'FBI']",FISA::*5*||FBI::*8*||,,1,,2019-01-27 15:38:44.568642,173,upsnodowns
266,But her eemmmaaaaiiiiiiiiilllllllllllsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.569983,174,RSWestmoreland
267,TRUMPLAND TODAY Sean Spicer says Hitler didn't gas anyone.,[],,0.0,nan,"['Sean Spicer', 'Hitler']",Sean Spicer::*2*3*||Hitler::*5*||,,0,,2019-01-27 15:38:44.570323,175,joesentme
268,Carter Page says FBI surveillance of him is like spying on Martin Luther King,[],,0.0,nan,"['Carter Page', 'FBI', 'Martin Luther King']",Carter Page::*0*1*||FBI::*3*||Martin Luther King::*11*12*13*||,,1,,2019-01-27 15:38:44.570323,175,joesentme
269,NOT breaking- (to those of us paying attention ) thanks to @LouiseMensch,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.571652,176,sahmiya_says_GO
270,"But those @HillaryClinton emails........(looking for ""head exploding"" emoji)",[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.572076,177,Aiims1742
271,"I created this Tease for ""carter page"" using T. Go to  to create &amp; share a Tease for any topic.",[],,0.0,nan,"['Tease', 'Go', 'Tease']",Tease::*3*||Go::*9*||Tease::*16*||,,0,,2019-01-27 15:38:44.572495,178,TipTop_News
272,It's like they don't get that what's been confirmed here is that there is major evidence of collusion.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.573470,179,IsobelCarr
273,Will someone tell the MSM?,[],,0.0,nan,['MSM'],MSM::*4*||,,0,,2019-01-27 15:38:44.574194,180,RedStateRule
274,"Oh yeah, they already know.",[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.574194,180,RedStateRule
275,The FBI obtained a warrant to monitor former Trump adviser Carter Page.,[],,0.0,nan,"['FBI', 'Trump', 'Carter Page']",FBI::*1*||Trump::*8*||Carter Page::*10*11*||,,0,,2019-01-27 15:38:44.574921,181,BostonGlobe
276,@matt_rawlik here's those FISA's we were talking about,[],,0.0,nan,"[""FISA's""]",FISA's::*3*||,,0,,2019-01-27 15:38:44.575767,182,ARaw45
277,"@AAANYC1 @M2324M @THXOne138 @cnnbrk Maybe you prefer the word of @Sebastiangorka, or Carter Page, Manafort, or Tillerson.",[],,0.0,nan,"['Carter Page', 'Manafort', 'Tillerson']",Carter Page::*12*13*||Manafort::*14*||Tillerson::*16*||,,0,,2019-01-27 15:38:44.576266,183,MssAnthrope
278,Nothing to see comrade.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.576266,183,MssAnthrope
279,@ResistanceParty Oh is this the oil industry consultant Carter Page??,[],,0.0,nan,['Carter Page'],Carter Page::*8*9*||,,0,,2019-01-27 15:38:44.577245,184,AssHrdRndWorld
280,&amp; Who pray tell recommended him?,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.577245,184,AssHrdRndWorld
281,Washington Post app download,[],,0.0,SDLive,['Washington Post'],Washington Post::*0*1*||,,0,,2019-01-27 15:38:44.578075,185,googleplay_aps
282,Carter Page,[],,0.0,SDLive,[],nan,,1,,2019-01-27 15:38:44.578075,185,googleplay_aps
