,annotations,candidates_holder,tweet_text,tweetid,tpstanford_candidates,fnstanford_candidates,fpstanford_candidates
208,"['djt', 'carter page']",['carter'],"Now we know why. @USARedOrchestra  Yes, and just a few weeks ago DJT was tripping over himself distancing from Carter Page. ",208,0,2,1
209,"['carter page', 'trump']",[],carter page trump is now original classifying authority right &amp; can just unilaterally declassify anything he wants. ,209,0,2,0
210,"['susan rice', 'obama', 'usa']","['susan rice', 'usa']",Proof that Susan Rice had every legal right to unmask names under Obama's term &amp; we owe them TY for protecting USA AND then there is this... ,210,2,1,0
211,"['carter page', 'sean spicer']",['sean spicer'],5:  +6 4: 3: Carter Page -1 2:  +9 1: Sean Spicer Top 5: ,211,1,1,0
212,"['wapo', 'fisa', 'russia']","['wapo', 'russia']","Also, WaPo reporting on a FISA warrant last year that's now part of the Russia investigation: ",212,2,1,0
213,[],[],And now here's something you'll really enjoy! ,213,0,0,0
214,"['wp', 'fisa', 'carter page', 'foreign agent', 'russians']",['carter page'],"WP report that FISA court believed Carter Page was acting as Foreign Agent of the Russians,""an operative posing as a diplomat"" ",214,1,4,0
215,"['russia', 'u.s. strike', 'syria', 'sean spicer', 'carter page']","['russia', 'u.s.', 'syria sean spicer carter page']",Russia Warns Of Serious Consequences From U.S. Strike In Syria  Sean Spicer  Carter Page ,215,1,4,2
216,"['fbi', 'trump', 'carter page']","['fbi', 'trump', 'carter page']",WashPo: Judge approved FBI request to monitor Trump aide Carter Page ,216,3,0,0
217,"['fbi', 'trump', 'carter page', 'russia']","['fbi', 'trump', 'carter page']","FBI showed probable cause that Trump associate Carter Page was acting as an agent of foreign power, Russia. ",217,3,1,0
218,"['barry', 'fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump', 'washington post', 'barry']",Barry WHO GAVE ORDERS ? FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post ,218,5,1,0
219,[],[],He wasn't allowed to ,219,0,0,0
220,"['obama', 'obama admin', 'trump', 'carter page']","['carter', 'obama admin', 'trump']",Will only prove Obama Admin did surveil Trump in end. B as in B and S as in S. BS! And there will never be any charges for Carter Page. @ByronYork Oh. ,220,2,2,1
221,"['fbi', 'fisa', 'trump', 'carter page', 'washington post', 'washington post', 'fbi']","['fbi', 'fisa', 'trump', 'carter page', 'washington', 'washington post fbi']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post: Washington Post FBI ,221,5,2,2
222,"['fisa', 'carter page']","['fisa warrant', 'carter page.']",FISA Warrant was issued for  advisor Carter Page. ,222,0,2,2
223,"['christmas', 'sean spicer', 'carter page', 'devin nunes']","['sean spicer', ' carter page', 'devin']","It's like Christmas! @MaxBoot Sean Spicer, Carter Page and now Devin Nunes. ",223,1,3,2
224,"['carter page', 'trump', 'congress', 'russians']","['trump', 'congress']",RESIGN @JeffSessions brought on Carter Page to the Trump campaign &amp; then lied under Oath to Congress about communications with the Russians. ,224,2,2,0
225,[],[],@LouiseMensch had it all the way BOOM! ,225,0,0,0
226,"['sun', 'solar system', 'earth']",['carter page'],Carter Page had a FISA warrant 1. The Sun is the center of the Solar System 2. Earth is round 3. Not so surprising facts: ,226,0,3,1
227,['trump/russia'],[],"If you are a Trump/Russia denier, theres still time to repent ",227,0,1,0
228,"['russia', 'fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump', 'washington post', 'russia']",Another Russia connection! FBI obtained FISA warrant to monitor former Trump adviser Carter Page The Washington Post ,228,5,1,0
229,"['united states foreign intelligence surveillance court', 'carter page']","['united states foreign intelligence surveillance court', 'carter page']",More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent. ,229,2,0,0
230,[],[],"Stop. Multiple people, in touch, coordinating. It's 100%. It's not in doubt. Stop. @ddiamond @juliettekayyem Holy crap man. ",230,0,0,0
231,"['fisa', 'carter page', 'fbi']",['fbi'],Confirming FISA warrant for Carter Page confirms FBI is not backing down. ,231,1,2,0
232,[],[],Dude's gonna sing like a bird. ,232,0,0,0
233,['mlk'],[],The part where he likens himself to MLK is particularly vile. ,233,0,1,0
234,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump', 'carter page - washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post ,234,3,2,1
235,"['fbi', 'trump', 'carter page']","['fbi', 'trump']",FBI obtained warrant for surveillance on Russia-linked Trump adviser Carter Page - ,235,2,1,0
236,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump', 'carter page - washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post ,236,3,2,1
237,[],[],A 2-boot drop... ,237,0,0,0
238,"['trump', 'fbi', 'carter page', 'flynn', 'manafort']","['flynn', 'trump']","On Trump team &gt;Lied &gt;Putin &gt;FBI has good reason to believe they are foreign agents. ""Carter Page"" Flynn &amp; Manafort share the following bond: ",238,2,3,0
239,"['msnbc', 'chris hayes', 'washington post', 'fisa', 'carter page']","['washington post', 'fisa', 'carter', 'chris hayes']",MSNBC Chris Hayes Breaking news: Washington Post is reporting that FISA warrant was issued on Carter Page. ,239,3,2,1
240,"['fbi', 'fisa', 'carter page']","['fbi', 'fisa', 'carter page']",Report: FBI granted FISA warrant to surveil ex-Trump aide Carter Page ,240,3,0,0
241,['carter page'],['carter page'],Carter Page suspected of espionage. ,241,1,0,0
242,[],[],( no sarcasm) Makes it a good day for the rest of us. ,242,0,0,0
243,"['fbi', 'trump', 'carter page', 'fisa/fisc']","['fbi', 'trump', 'carter page:']","Learn about the warrant the FBI got against Trump insider, Carter Page: What is FISA/FISC? ",243,2,2,1
244,"['carter page', 'american', 'fisa', 'russia']","['carter page', 'russia']",Carter Page is the only American to have been directly targeted w a FISA warrant as part of the Russia probe ,244,2,2,0
245,[],[],You couldn't make him up if you tried I love this guy. ,245,0,0,0
246,"['urals', 'carter page']",[],of what THE URALS Carter Page: I've been to the mountaintop!! THIS GETS BETER EVERY DAY @puppymnkey him and King 2 matching souls RIGHT! ,246,0,2,0
247,[],[],≡ƒÿé≡ƒÿé≡ƒÿéThe replies are giving me life. ,247,0,0,0
248,"['carter page', 'russia', 'vlad putin', 'america']",['vlad putin'],"@realDonaldTrump Your staffer pal carter page, the failed  russia energy businessman, looks like he loves Vlad Putin and hates America. ",248,1,3,0
249,"['american', 'fisa', 'dems', 'obama', 'fbi', 'trump', 'carter page']","['fbi', 'trump']",'Only   American directly targeted with FISA warrant' by Dems &amp; Obama! @HeyTammyBruce WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016. ,249,2,5,0
250,[],[],Time to hope! ,250,0,0,0
251,['trump-putin'],[],COLLISION will occur SOON! TIP of the ICEBERG waiting in the DARK for the TRUMP-PUTIN COLLUSION SHIP! ,251,0,1,0
252,['rep swalwelll'],[],He's made all the connections. Check out Rep Swalwelll's @RepSwalwell webpage. ,252,0,1,0
253,['campaign manager manaford'],[],As nominally as Campaign Manager Manaford. ,253,0,1,0
254,[],[],Pertinent thread here! ,254,0,0,0
255,"['fisa', 'fbi']",[],Report: FISA court approved FBI's @EboniKWilliams @sheriffarpaio @FoxBusiness @America'sNewsHQ@adamhousley ,255,0,2,0
256,"['carter page', 'us']","['carter page', 'us. visit']",Visit  to see top trends every hour Carter Page is Trending High in US. ,256,1,1,1
257,['donald'],[],IT IS TIME FOR IMPEACHMENT OF donald. ,257,0,1,0
258,"['fbi', 'fisa', 'trump', 'carter page']","['fbi', 'fisa', 'trump', 'carter page']",Revealed: FBI obtained FISA warrant to monitor former Trump adviser Carter Page ,258,4,0,0
259,"['sean spicer', 'carter page', 'united', 'sean spicer', 'pepsi', 'united']",['carter page!'],"Sean Spicer:  Thanks, Carter Page! United:  Thanks, Sean Spicer! Pepsi:  Thanks, United! ",259,0,6,1
260,"['carter page', 'fbi', 'fisa']","['retweeted fox news', 'fbi', 'fisa']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser... Retweeted Fox News (@FoxNews): ,260,2,1,1
261,[],[],We Know What They Did Last Summer ,261,0,0,0
262,"['nunes', 'devin nunes', 'jeff sessions', 'carter page']","['devin nunes', 'jeff sessions']",NOW. The news about Devin Nunes lying and Jeff Sessions meeting w/ Carter Page shows we need an independent commission and special counsel. ,262,2,2,0
263,"['carter page', 'fbi', 'fisa']","['carter', 'fbi', 'fisa']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser -  - ,263,2,1,1
264,"['holocaust centers', 'sean spicer', 'carter page']",['sean spicer carter page'],Holocaust Centers     Sean Spicer Carter Page ,264,0,3,1
265,[],[],Dumbass confirmed Boom! ,265,0,0,0
266,"['fisa', 'carter page', 'flynn']",['carter'],"KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nail ",266,0,3,1
267,[],[],The noose slowly tightens ,267,0,0,0
268,"['carter page', 'fisa']",['carter page'],@SykesCharlie What is their stand on Carter Page and the FISA warrant? ,268,1,1,0
269,[],[],"Follow the money! Yes, this! ",269,0,0,0
270,['pagie'],[],"Let's ""Make Jailbirds Mate Again!"" Take  w/u! Bye bye Pagie! ",270,0,1,0
271,"['page', 'russia']",['page'],"""probable cause to believe Page was acting as an agent of a foreign power, in this case Russia"" ",271,1,1,0
272,[],[],"Drip, drip, drip! ",272,0,0,0
273,"['wapo', 'cnn']",['cnn'],@jeremyherb @CNN @jimsciutto @mkraju @ericbradner How does this WAPO story affect the CNN story? ,273,1,1,0
274,"['fbi', 'trump', 'carter page']","['fbi', 'trump', 'carter page.']",BostonGlobe: The FBI obtained a warrant to monitor former Trump adviser Carter Page. ,274,2,1,1
275,[],[],Fuck this administration ,275,0,0,0
276,"['fbi', '2016 presidential campaign', 'trump', 'russian']","['fbi', 'trump']",FBI had reason to believe during 2016 presidential campaign that Trump team included Russian agent or agents. ,276,2,2,0
277,"['carter page', 'spicer']",['carter page:'],Carter Page: Spicer: Oh man I should stop comparing things to historical figures this looks bad for me ,277,0,2,1
278,[],[],Now there's fire to go along with a ton of smoke. ,278,0,0,0
279,[],[],Probably the most important of this story ,279,0,0,0
280,"['russia', 'sean spicer', 'carter page']",['sean spicer'],"If I were a traitor under investigation 4 collusion w/ Russia, @realDonaldTrump I'd be worried about Sean Spicer &amp; Carter Page ",280,1,2,0
281,"['fbi', 'fisa']","['fbi', 'fisa', 'carter page']",@thedailybeast: Report: FBI got FISA warrant to monitor Carter Page ,281,2,0,1
282,[],[],skittering about like a blinded cockroach seems to be the Hallmark of this Administration. oh I dunno ,282,0,0,0
283,"['trump', 'carter page']","['trump', 'carter page']",What you need to know about former Trump adviser Carter Page ,283,2,0,0
284,"['fbi', 'fisa', 'carter page']",['fbi'],Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast ,284,1,2,0
285,"['page', 'tomahawks']",[],.If only page could send tomahawks somewhere ,285,0,2,0
286,"['susan rice', 'dem', 'gop', 'carter page', 'fisa', 'sean spicer']","['sean spicer', 'susan rice']",Am I dreaming? Susan Rice exonerated by Dem AND GOP lawmakers. Carter Page under FISA warrant. Sean Spicer falling flat on his ass. ,286,2,4,0
287,[],[],"I don't always agree with your politics (well, never), but YOU got the scoop. Thank you, @LouiseMensch for breaking this story. ",287,0,0,0
288,['carter page'],['carter page'],This should scare the hell out of you. The left is cheering the unmasking of private citizen Carter Page ? Let me get this straight. ,288,1,0,0
289,"['russia', 'fbi', 'fisa', 'trump', 'carter page']","['fbi', 'fisa', 'trump', 'carter', 'russia']",Cause to believe he was agent of Russia FBI obtained FISA warrant to monitor former Trump adviser Carter Page. ,289,4,1,1
290,[],[],.......he can lead the @fbi to big &amp; bigger elephants in room. ,290,0,0,0
291,"['sean spicer', 'hitler', 'carter page', 'mlk']","['sean spicer', 'hitler', 'carter']","Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery. ",291,2,2,1
292,['carter'],[],"""...carter...page...now theres a name i havent heard in years.."" ",292,0,1,0
293,"['russian', 'russian agent', 'carter page', 'flynn', 'mike flynn', 'trump']",['mike'],"So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap. ",293,0,6,1
294,"['carter page', 'fbi', 'fisa']","['fbi', 'fisa']",FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser ,294,2,1,0
295,['russian intelligence'],[],"""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin. ",295,0,1,0
296,"['jeff sessions', 'carter page', 'trump']","['jeff sessions', 'trump']",@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration? ,296,2,1,0
297,"['carter page', 'trump', 'russian']",['carter page.'],My money's on Carter Page. ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN? ,297,0,3,1
298,"['carter page', 'fisa']",[],"if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings ",298,0,2,0
299,['carter page'],[],My president fired $80m of missiles to change the narrative and all I got was Carter Page trending. ,299,0,1,0
300,['carter page'],['carter'],They're traitors for the obfuscation. @seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others. ,300,0,1,1
301,['carter page'],['carter'],"@RVAwonk And it was Carter Page, like I thought!! ",301,0,1,1
302,"['fbi', 'page', 'moscow']",['fbi'],"This is gettin good FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow"" ",302,1,2,0
303,[],[],@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝ ,303,0,0,0
304,['fisa court'],[],"""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said ",304,0,1,0
305,"['nunes', 'carter page']","['nunes', 'carter page']",@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative. ,305,2,0,0
306,[],[],obtained  warrant to monitor former  adviser ,306,0,0,0
307,[],[],Looks like there is something there. ,307,0,0,0
308,[],[],.Faaaaaaaaaaaaaaaacts ,308,0,0,0
309,[],[],I'm soooo excited!! ,309,0,0,0
310,['trump'],[],"As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment! ",310,0,1,0
311,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read.... ,311,3,2,0
312,"['fisa', 'trump', 'russia']",['trump'],A LEGAL FISA warrant. @oreillyfactor Trump advisor under investigation for colluding with Russia. ,312,1,2,0
313,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'fisa', 'trump', 'carter page - washington post']",Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post ,313,3,2,1
